Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
132,1,2,Al-Baqara,Medani,132,"And this was the legacy that Abraham left to his sons, and so did Jacob   Oh my sons  Allah hath chosen the Faith for you; then die not except in the Faith of Islam.  ",Abraham,sons,religion islam,,,,,,,,,
133,1,2,Al-Baqara,Medani,133,"Were ye witnesses when death appeared before Jacob? Behold, he said to his sons    What will ye worship after me?   They said    We shall worship Thy god and the god of thy fathers, of Abraham, Isma'il and Isaac,- the one (True) Allah  To Him we bow (in Islam).  ",jacob,worship,,,,,,,,,,
134,1,2,Al-Baqara,Medani,134,"That was a people that hath passed away. They shall reap the fruit of what they did, and ye of what ye do  Of their merits there is no question in your case ",fruit of deeds,,,,,,,,,,,
135,1,2,Al-Baqara,Medani,135,"They say    Become Jews or Christians if ye would be guided (To salvation).   Say thou    Nay  (I would rather) the Religion of Abraham the True, and he joined not gods with Allah.  ",Jews,Christians,oneness,God,,,,,,,,
136,1,2,Al-Baqara,Medani,136,"Say ye    We believe in Allah, and the revelation given to us, and to Abraham, Isma'il, Isaac, Jacob, and the Tribes, and that given to Moses and Jesus, and that given to (all) prophets from their Lord  We make no difference between one and another of them  And we bow to Allah (in Islam).  ",believe in Allah,revelation,,,,,,,,,,
137,1,2,Al-Baqara,Medani,137,"So if they believe as ye believe, they are indeed on the right path; but if they turn back, it is they who are in schism; but Allah will suffice thee as against them, and He is the All-Hearing, the All-Knowing.",believe,right path,all hearing,all knowing,,,,,,,,
138,1,2,Al-Baqara,Medani,138,(Our religion is) the Baptism of Allah  And who can baptize better than Allah? And it is He Whom we worship.,baptism of Allah,,,,,,,,,,,
139,1,2,Al-Baqara,Medani,139,"Say  Will ye dispute with us about Allah, seeing that He is our Lord and your Lord; that we are responsible for our doings and ye for yours; and that We are sincere (in our faith) in Him?",common lord,dispute,,,,,,,,,,
140,1,2,Al-Baqara,Medani,140,"Or do ye say that Abraham, Isma'il Isaac, Jacob and the Tribes were Jews or Christians? Say  Do ye know better than Allah? Ah  who is more unjust than those who conceal the testimony they have from Allah? but Allah is not unmindful of what ye do ",Allah knows better,,,,,,,,,,,
141,1,2,Al-Baqara,Medani,141,"That was a people that hath passed away. They shall reap the fruit of what they did, and ye of what ye do  Of their merits there is no question in your case ",reap fruit,merits,,,,,,,,,,
142,2,2,Al-Baqara,Medani,142,The fools among the people will say    What hath turned them from the Qibla to which they were used?   Say  To Allah belong both east and West  He guideth whom He will to a Way that is straight.,fools, turn,Qibla,,,,,,,,,
143,2,2,Al-Baqara,Medani,143,"Thus, have We made of you an Ummat justly balanced, that ye might be witnesses over the nations, and the Messenger a witness over yourselves; and We appointed the Qibla to which thou wast used, only to test those who followed the Messenger from those who would turn on their heels (From the Faith). Indeed it was (A change) momentous, except to those guided by Allah. And never would Allah Make your faith of no effect. For Allah is to all people Most surely full of kindness, Most Merciful.",ummat,witness,merciful,,,,,,,,,
144,2,2,Al-Baqara,Medani,144,"We see the turning of thy face (for guidance to the heavens  now Shall We turn thee to a Qibla that shall please thee. Turn then Thy face in the direction of the sacred Mosque  Wherever ye are, turn your faces in that direction. The people of the Book know well that that is the truth from their Lord. Nor is Allah unmindful of what they do.",turned face,direction ,sacred mosque,,,,,,,,,
145,2,2,Al-Baqara,Medani,145,"Even if thou wert to bring to the people of the Book all the Signs (together), they would not follow Thy Qibla; nor art thou going to follow their Qibla; nor indeed will they follow each other's Qibla. If thou after the knowledge hath reached thee, Wert to follow their (vain) desires,-then wert thou Indeed (clearly) in the wrong.",people of book,follow qibla,,,,,,,,,,
146,2,2,Al-Baqara,Medani,146,The people of the Book know this as they know their own sons; but some of them conceal the truth which they themselves know.,people of book,feel Muhammad, conceal truth,,,,,,,,,
147,2,2,Al-Baqara,Medani,147,The Truth is from thy Lord; so be not at all in doubt.,trust,lord,doubt,,,,,,,,,
148,2,2,Al-Baqara,Medani,148,"To each is a goal to which Allah turns him; then strive together (as in a race) Towards all that is good. Wheresoever ye are, Allah will bring you Together. For Allah Hath power over all things.",leed goodness,Allah has power,,,,,,,,,,
149,2,2,Al-Baqara,Medani,149,"From whencesoever Thou startest forth, turn Thy face in the direction of the sacred Mosque; that is indeed the truth from the Lord. And Allah is not unmindful of what ye do.",turn face ,sacred Mosque,,,,,,,,,,
150,2,2,Al-Baqara,Medani,150,"So from whencesoever Thou startest forth, turn Thy face in the direction of the sacred Mosque and wheresoever ye are, Turn your face thither  that there be no ground of dispute against you among the people, except those of them that are bent on wickedness; so fear them not, but fear Me; and that I may complete My favours on you, and ye May (consent to) be guided;",turn face,sacred Mosque,favour,,,,,,,,,
151,2,2,Al-Baqara,Medani,151,"A similar (favour have ye already received) in that We have sent among you a Messenger of your own, rehearsing to you Our Signs, and sanctifying you, and instructing you in Scripture and Wisdom, and in new knowledge.",messenger,favour,scripture,wisdom,knowledge,,,,,,,
152,2,2,Al-Baqara,Medani,152,"So remember , I will remember you. And be grateful to and do not be ungrateful to me",remember me,be greatful,,,,,,,,,,
153,2,2,Al-Baqara,Medani,153,O ye who believe  seek help with patient perseverance and prayer for Allah is with those who patiently persevere.,help,patient,prayer,persever,,,,,,,,
154,2,2,Al-Baqara,Medani,154,"And say not of those who are slain in the way of Allah    They are dead.   Nay, they are living, though ye perceive (it) not.",martyr,live,,,,,,,,,,
155,2,2,Al-Baqara,Medani,155,"Be sure we shall test you with something of fear and hunger, some loss in goods or lives or the fruits (of your toil), but give glad tidings to those who patiently persevere",test you,fear,hunger,patient,persevere,,,,,,,
156,2,2,Al-Baqara,Medani,156,"Who say, when afflicted with calamity    To Allah We belong, and to Him is our return   -",afflict,calamity,Allah we belong,,,,,,,,,
157,2,2,Al-Baqara,Medani,157,"They are those on whom (Descend) blessings from Allah, and Mercy, and they are the ones that receive guidance.",blessing,Allah,Mercy,,,,,,,,,
158,2,2,Al-Baqara,Medani,158,"Indeed, the safa and the marwa  are symbols of Allah. So whoever performs or , there is no blame on him for walking between them. And whoever does good voluntarily, then indeed, Allah is All-Appreciative, AllKnowing",safa,marva,haj,circumambulation,,umrah,,,,,,
159,2,2,Al-Baqara,Medani,159,"Those who conceal the clear (Signs) We have sent down, and the Guidance, after We have made it clear for the people in the Book,-on them shall be Allah's curse, and the curse of those entitled to curse,-",conceal orders,Allah curse,,,,,,,,,,
160,2,2,Al-Baqara,Medani,160,"Except those who repent and make amends and openly declare (the Truth)  To them I turn; for I am Oft-returning, Most Merciful.",repent ,Merciful,,,,,,,,,,
161,2,2,Al-Baqara,Medani,161,"Those who reject Faith, and die rejecting,- on them is Allah's curse, and the curse of angels, and of all mankind",un believer ,Allah curse ,angels ,mankind,,,,,,,,
162,2,2,Al-Baqara,Medani,162,"They will abide therein  Their penalty will not be lightened, nor will respite be their (lot).",abide,respite,,,,,,,,,,
163,2,2,Al-Baqara,Medani,163,"And your Allah is One Allah  There is no god but He, Most Gracious, Most Merciful.",oneness of  Allah,gracious,merciful,,,,,,,,,
164,2,2,Al-Baqara,Medani,164,"Behold  in the creation of the heavens and the earth in the alternation of the night and the day in the sailing of the ships through the ocean for the profit of mankind  in the rain which Allah Sends down from the skies, and the life which He gives therewith to an earth that is dead; in the beasts of all kinds that He scatters through the earth; in the change of the winds, and the clouds which they Trail like their slaves between the sky and the earth;- (Here) indeed are Signs for a people that are wise.",heaven,earth,day,night,ship,ocean,sign of God,,,,,
165,2,2,Al-Baqara,Medani,165,"Yet there are men who take (for worship) others besides Allah, as equal (with Allah)  They love them as they should love Allah. But those of Faith are overflowing in their love for Allah. If only the unrighteous could see, behold, they would see the penalty  that to Allah belongs all power, and Allah will strongly enforce the penalty.",worship beside Allah,penalty,power belong to Allah,,,,,,,,,
166,2,2,Al-Baqara,Medani,166,"Then would those who are followed clear themselves of those who follow (them)  They would see the penalty, and all relations between them would be cut off.",panelty,relation,cut off,,,,,,,,,
167,2,2,Al-Baqara,Medani,167,"And those who followed would say    If only We had one more chance, We would clear ourselves of them, as they have cleared themselves of us.   Thus will Allah show them (The fruits of) their deeds as (nothing but) regrets. Nor will there be a way for them out of the Fire.",idol worshipper,un follow,chance,,,,,,,,,
168,2,2,Al-Baqara,Medani,168,"O ye people  Eat of what is on earth, Lawful and good; and do not follow the footsteps of the evil one, for he is to you an avowed enemy.",eat permissible,foot steps,evil,enemy,,,,,,,,
169,2,2,Al-Baqara,Medani,169,"For he commands you what is evil and shameful, and that ye should say of Allah that of which ye have no knowledge.",evil,shameful,misguide,,,,,,,,,
170,2,2,Al-Baqara,Medani,170,When it is said to them    Follow what Allah hath revealed    They say    Nay  we shall follow the ways of our fathers.   What  even though their fathers Were void of wisdom and guidance?,follow Aallah,way of fathers,,,,,,,,,,
171,2,2,Al-Baqara,Medani,171,"The parable of those who reject Faith is as if one were to shout Like a goat-herd, to things that listen to nothing but calls and cries  Deaf, dumb, and blind, they are void of wisdom.",not believer,shout,deaf,blind,dumb,,,,,,,
172,2,2,Al-Baqara,Medani,172,"O ye who believe  Eat of the good things that We have provided for you, and be grateful to Allah, if it is Him ye worship.",good things, grateful to Allah,,,,,,,,,,
173,2,2,Al-Baqara,Medani,173,"He hath only forbidden you dead meat, and blood, and the flesh of swine, and that on which any other name hath been invoked besides that of Allah. But if one is forced by n   ecessity, without wilful disobedience, nor transgressing due limits,- then is he guiltless. For Allah is Oft-forgiving Most Merciful.",forbidden,dead meat,blood,flesh of swine, obedient,transgress,,,,,,
174,2,2,Al-Baqara,Medani,174,"Those who conceal Allah's revelations in the Book, and purchase for them a miserable profit,- they swallow into themselves naught but Fire; Allah will not address them on the Day of Resurrection. Nor purify them  Grievous will be their penalty.",conceal revelation, fire,,,,,,,,,,
